Scenario ID,Date,Event Type,Process Area,Loss Amount (kUSD),Frequency (Nk),Severity (Xi),OpVar (%),ML,GDP (%),VIX,Target
OLE-0818,2022-04-03,Tech Failure,Retail Banking,33.84,3,0.97,0.86,1.0,3.7,18,0
OLE-0610,2022-05-25,Cyber-Fraud,Payments,11.73,5,1.25,1.49,1.0,2.9,19,0
ALE-0333,Synth-2022,Tech Failure,E-Banking,208.06,3,2.38,2.09,2.2,3.4,19,1
ALE-0166,Synth-2022,Phishing,E-Banking,130.76,1,0.9,3.04,2.49,2.8,24,1
ALE-0759,Synth-2022,Tech Failure,Online Services,138.3,1,1.94,3.18,2.53,2.8,19,0
ALE-0742,Synth-2022,Phishing,Online Services,235.92,2,2.34,2.34,2.12,3.9,19,2
ALE-0300,Synth-2022,Data Breach,Retail Banking,67.39,5,2.57,1.3,1.22,2.6,19,1
OLE-0494,2022-10-05,Data Breach,ATM Network,5.0,2,1.23,1.21,1.0,3.4,21,0
ALE-0747,Synth-2022,System Failure,Online Services,218.03,2,2.55,1.55,1.23,3.0,17,0
OLE-0278,2023-04-18,Data Breach,E-Banking,69.24,4,0.94,0.64,1.0,3.7,15,1
OLE-0758,2022-07-30,System Failure,Retail Banking,32.18,2,1.45,1.28,1.0,3.4,14,2
ALE-1258,Synth-2022,Cyber-Fraud,Retail Banking,83.33,2,1.26,3.19,2.92,3.6,15,1
OLE-0359,2022-08-21,System Failure,ATM Network,7.23,1,0.83,1.34,1.0,2.7,16,2
ALE-0503,Synth-2022,Cyber-Fraud,Online Services,152.54,1,2.35,3.16,2.86,3.9,16,1
OLE-0237,2023-05-25,Tech Failure,E-Banking,35.64,2,1.23,0.85,1.0,3.7,15,0
OLE-0552,2023-07-09,Data Breach,ATM Network,5.0,2,0.61,1.12,1.0,3.7,16,1
OLE-0521,2023-03-03,Cyber-Fraud,ATM Network,56.07,1,1.49,0.94,1.0,3.9,16,0
ALE-0693,Synth-2022,Data Breach,Payments,191.9,4,1.61,1.6,1.84,3.0,22,0
OLE-0209,2023-11-24,Cyber-Fraud,Retail Banking,5.0,1,1.23,1.02,1.0,3.0,24,0
ALE-0718,Synth-2022,Tech Failure,Payments,173.4,3,1.8,2.57,1.73,3.0,17,1
OLE-0721,2022-10-01,System Failure,ATM Network,22.15,2,1.05,0.86,1.0,3.7,17,0
ALE-0080,Synth-2022,Data Breach,Online Services,82.4,5,1.54,2.51,1.79,2.6,21,0
ALE-0912,Synth-2022,Cyber-Fraud,Payments,206.45,4,2.41,1.31,1.11,3.2,17,0
ALE-0726,Synth-2022,Phishing,E-Banking,119.22,5,1.73,2.1,1.81,3.7,29,0
OLE-0059,2023-01-05,Cyber-Fraud,Payments,62.55,2,0.46,0.92,1.0,3.7,18,1
OLE-0632,2023-10-07,Tech Failure,Payments,43.75,5,0.95,0.63,1.0,2.9,14,1
ALE-1062,Synth-2022,System Failure,Retail Banking,322.23,3,2.95,1.35,0.94,3.0,17,0
ALE-0343,Synth-2022,System Failure,Retail Banking,178.27,1,1.49,1.23,1.42,2.9,18,0
OLE-0593,2023-02-13,Tech Failure,E-Banking,20.59,4,1.4,0.55,1.0,3.0,20,1
ALE-0929,Synth-2022,Phishing,E-Banking,266.73,5,1.03,2.24,1.96,3.1,26,1
OLE-0364,2023-11-24,System Failure,E-Banking,88.88,2,1.1,1.43,1.0,2.9,14,1
OLE-0506,2023-01-05,Data Breach,Retail Banking,63.89,5,1.33,1.36,1.0,3.6,22,1
ALE-0005,Synth-2022,System Failure,Online Services,99.94,3,1.78,1.22,0.89,3.0,25,0
ALE-0820,Synth-2022,Data Breach,Payments,85.9,3,1.06,2.7,1.93,3.9,27,0
ALE-0957,Synth-2022,Tech Failure,Retail Banking,146.54,3,2.4,3.11,3.5,2.7,17,0
OLE-0734,2023-01-03,Cyber-Fraud,Retail Banking,10.14,4,0.95,0.77,1.0,3.6,16,1
ALE-0519,Synth-2022,Cyber-Fraud,Online Services,159.04,1,2.9,1.77,1.35,3.2,20,1
ALE-1206,Synth-2022,Tech Failure,Retail Banking,49.34,3,0.88,2.97,2.14,2.8,28,2
ALE-0842,Synth-2022,Phishing,ATM Network,118.56,4,2.95,2.54,1.81,3.9,28,1
ALE-0578,Synth-2022,Data Breach,Retail Banking,207.81,5,2.54,2.42,2.41,3.5,25,1
ALE-0183,Synth-2022,Tech Failure,Payments,201.99,2,2.95,2.95,2.69,2.5,22,0
OLE-0119,2022-04-24,Tech Failure,Retail Banking,55.75,1,0.8,1.48,1.0,3.5,15,1
ALE-0556,Synth-2022,System Failure,ATM Network,231.5,3,3.0,1.59,1.19,2.8,26,0
OLE-0707,2022-10-31,Cyber-Fraud,Payments,76.93,5,0.59,0.78,1.0,3.1,23,0
ALE-1073,Synth-2022,Tech Failure,E-Banking,178.42,5,1.47,1.5,1.4,2.8,22,1
OLE-0746,2023-04-24,Data Breach,Retail Banking,103.85,3,0.47,1.2,1.0,3.5,15,2
OLE-0523,2023-04-30,Cyber-Fraud,Retail Banking,28.56,3,0.38,1.22,1.0,3.9,14,0
ALE-0486,Synth-2022,Data Breach,E-Banking,125.03,2,1.8,1.99,1.55,3.6,20,1
ALE-0187,Synth-2022,Cyber-Fraud,ATM Network,245.14,3,2.47,1.25,0.91,2.5,21,0
OLE-0514,2023-03-28,Cyber-Fraud,ATM Network,57.94,5,1.41,0.64,1.0,3.0,17,2
OLE-0082,2023-10-04,System Failure,Payments,5.0,2,0.97,1.31,1.0,3.6,16,0
ALE-0922,Synth-2022,Phishing,Payments,164.95,2,1.59,2.13,1.49,2.7,25,2
ALE-0528,Synth-2022,Tech Failure,Retail Banking,246.99,3,2.51,1.73,1.48,3.2,17,1
ALE-1218,Synth-2022,System Failure,E-Banking,157.27,5,1.37,2.93,2.82,3.1,28,1
OLE-0381,2023-02-01,Tech Failure,E-Banking,29.06,2,0.36,0.55,1.0,3.5,20,1
ALE-0656,Synth-2022,System Failure,Retail Banking,238.49,4,2.63,2.78,3.41,3.0,23,2
ALE-1055,Synth-2022,Data Breach,Payments,287.07,1,1.81,3.15,2.37,3.4,28,1
OLE-0085,2023-12-16,Tech Failure,Payments,56.93,4,1.19,0.7,1.0,3.9,22,2
ALE-1041,Synth-2022,Cyber-Fraud,Payments,150.83,1,1.84,3.43,3.23,3.1,16,0
OLE-0673,2023-11-08,Tech Failure,Retail Banking,54.53,1,0.86,0.57,1.0,3.7,17,0
OLE-0775,2022-06-11,System Failure,Payments,56.97,4,1.13,1.15,1.0,3.8,20,1
OLE-0330,2023-09-12,System Failure,ATM Network,89.93,4,0.89,0.9,1.0,2.7,18,0
OLE-0007,2023-12-23,Data Breach,ATM Network,40.9,5,0.34,1.49,1.0,2.7,18,1
ALE-0313,Synth-2022,System Failure,ATM Network,226.04,3,2.86,1.22,1.46,2.8,23,1
ALE-0980,Synth-2022,System Failure,Online Services,151.61,1,2.56,3.46,2.38,3.6,27,1
ALE-1276,Synth-2022,Tech Failure,Retail Banking,280.82,2,1.24,2.45,2.01,3.4,29,1
ALE-0140,Synth-2022,Phishing,Online Services,73.23,1,2.14,2.97,2.67,3.2,27,1
OLE-0165,2022-07-10,Tech Failure,Retail Banking,37.59,4,0.68,1.39,1.0,3.4,22,0
ALE-0616,Synth-2022,Phishing,ATM Network,252.68,2,1.49,2.08,2.56,3.6,15,0
OLE-0452,2023-04-08,System Failure,Retail Banking,16.47,1,1.45,0.65,1.0,3.2,20,0
OLE-0491,2022-06-29,Data Breach,E-Banking,56.73,3,1.27,1.11,1.0,2.9,22,0
ALE-0617,Synth-2022,Cyber-Fraud,Online Services,148.55,3,2.15,1.92,1.29,3.2,21,2
ALE-0824,Synth-2022,Phishing,Retail Banking,233.88,2,0.96,1.82,2.13,3.6,28,2
OLE-0288,2023-07-22,Tech Failure,Payments,48.88,5,0.5,0.5,1.0,3.6,19,1
ALE-1107,Synth-2022,Tech Failure,Retail Banking,193.43,3,1.58,1.75,1.83,3.9,29,1
OLE-0088,2022-04-15,System Failure,Payments,38.01,2,1.04,0.86,1.0,3.7,17,0
ALE-0695,Synth-2022,System Failure,E-Banking,171.91,2,0.9,1.56,1.74,3.4,25,0
ALE-0131,Synth-2022,System Failure,E-Banking,200.56,3,1.89,2.17,2.0,2.8,23,2
ALE-0697,Synth-2022,Tech Failure,ATM Network,75.93,4,2.65,2.19,2.03,2.5,18,0
ALE-0049,Synth-2022,Tech Failure,E-Banking,100.5,1,2.27,1.2,0.88,2.6,29,2
ALE-0657,Synth-2022,Phishing,ATM Network,171.48,2,1.72,1.6,1.82,3.4,22,0
ALE-1069,Synth-2022,Data Breach,Online Services,10.0,3,1.25,3.31,2.36,2.8,24,0
ALE-0589,Synth-2022,Phishing,Online Services,212.24,1,2.44,3.12,2.98,2.6,22,0
ALE-0595,Synth-2022,Phishing,Online Services,254.41,1,2.25,3.12,2.62,2.5,19,2
ALE-0306,Synth-2022,Phishing,E-Banking,224.34,4,1.35,2.43,1.89,3.5,24,1
ALE-0378,Synth-2022,System Failure,ATM Network,382.01,4,2.82,3.34,3.38,3.1,18,2
ALE-0412,Synth-2022,Cyber-Fraud,Retail Banking,94.4,1,1.08,2.93,2.59,2.7,28,1
ALE-1011,Synth-2022,Data Breach,E-Banking,234.6,3,2.07,2.57,2.52,3.0,23,2
OLE-0328,2023-04-13,Cyber-Fraud,Retail Banking,27.54,2,1.1,1.34,1.0,2.8,17,1
ALE-0785,Synth-2022,Phishing,Payments,196.16,1,2.77,3.19,2.24,2.9,22,1
OLE-0443,2023-11-19,Cyber-Fraud,ATM Network,51.22,3,1.13,0.75,1.0,3.0,23,0
OLE-0835,2022-01-22,Cyber-Fraud,ATM Network,39.58,5,1.34,1.14,1.0,2.7,16,1
ALE-0479,Synth-2022,System Failure,E-Banking,117.58,4,2.77,3.24,2.75,3.5,22,1
ALE-0554,Synth-2022,System Failure,E-Banking,239.29,2,2.79,1.66,2.03,2.5,24,0
OLE-0833,2023-01-17,System Failure,ATM Network,86.76,2,1.5,0.79,1.0,2.9,16,1
ALE-0369,Synth-2022,System Failure,E-Banking,90.68,2,0.94,1.33,1.43,3.9,18,2
OLE-0349,2022-02-09,Cyber-Fraud,ATM Network,49.08,2,1.38,1.1,1.0,3.4,20,1
ALE-0223,Synth-2022,Phishing,ATM Network,143.95,5,1.16,2.33,1.72,3.5,21,1
OLE-0178,2023-08-23,Cyber-Fraud,ATM Network,100.86,1,0.66,0.74,1.0,3.0,16,2
ALE-0917,Synth-2022,Data Breach,E-Banking,128.96,5,1.98,3.07,3.23,3.7,21,0
ALE-0087,Synth-2022,Phishing,E-Banking,110.36,1,0.93,2.56,1.72,2.8,20,0
ALE-0048,Synth-2022,Data Breach,E-Banking,190.52,3,1.38,3.28,3.2,3.3,18,2
OLE-0087,2023-08-20,Tech Failure,Payments,101.81,3,0.47,1.16,1.0,2.5,20,0
ALE-0744,Synth-2022,System Failure,Online Services,225.76,5,0.84,3.09,2.18,3.8,28,0
ALE-1240,Synth-2022,Cyber-Fraud,E-Banking,51.65,5,2.43,2.9,2.64,2.7,26,0
ALE-0994,Synth-2022,Data Breach,Online Services,46.27,5,1.44,2.68,2.88,3.0,25,0
OLE-0458,2023-12-13,Data Breach,Payments,37.87,2,1.49,0.83,1.0,3.1,21,1
OLE-0778,2023-12-08,System Failure,Payments,75.67,4,1.33,1.18,1.0,3.8,15,0
ALE-0466,Synth-2022,Tech Failure,ATM Network,239.04,3,2.25,3.23,2.68,3.0,19,2
OLE-0643,2022-06-01,Cyber-Fraud,ATM Network,67.74,1,0.83,0.54,1.0,3.2,14,0
ALE-1198,Synth-2022,Cyber-Fraud,Retail Banking,132.02,3,1.08,3.14,2.37,2.8,28,2
OLE-0055,2022-03-21,System Failure,Payments,5.12,3,0.5,0.57,1.0,3.7,16,2
ALE-0889,Synth-2022,Phishing,E-Banking,204.51,5,2.22,1.25,0.96,2.6,21,1
ALE-0800,Synth-2022,Cyber-Fraud,E-Banking,162.7,5,1.07,1.46,1.72,3.6,29,1
OLE-0644,2022-03-16,Tech Failure,ATM Network,70.41,2,0.93,0.53,1.0,3.5,18,0
ALE-0148,Synth-2022,Cyber-Fraud,ATM Network,161.54,5,1.57,2.14,2.63,2.9,20,2
OLE-0678,2023-03-18,Data Breach,E-Banking,12.84,4,0.31,0.97,1.0,3.5,23,2
OLE-0222,2023-01-10,System Failure,Retail Banking,17.04,1,0.56,0.96,1.0,3.9,20,2
OLE-0114,2022-01-21,Cyber-Fraud,E-Banking,110.57,4,0.84,0.9,1.0,2.6,18,2
ALE-0920,Synth-2022,Tech Failure,ATM Network,308.7,4,1.12,1.27,0.87,3.3,21,2
ALE-0532,Synth-2022,Data Breach,Online Services,84.2,5,1.75,1.67,1.76,2.5,29,0
ALE-0815,Synth-2022,Data Breach,E-Banking,121.59,1,1.44,3.17,2.11,3.0,20,1
OLE-0175,2022-09-13,Cyber-Fraud,ATM Network,5.0,3,0.54,1.26,1.0,3.1,24,0
ALE-0852,Synth-2022,Cyber-Fraud,E-Banking,110.05,4,2.33,2.12,2.27,3.0,27,2
OLE-0590,2023-05-24,System Failure,ATM Network,43.27,5,1.47,0.69,1.0,3.2,23,1
ALE-0116,Synth-2022,System Failure,Retail Banking,125.22,1,1.08,2.23,1.63,3.8,20,0
ALE-0931,Synth-2022,System Failure,ATM Network,200.91,4,2.03,2.86,2.68,3.0,29,2
OLE-0019,2022-02-01,System Failure,Payments,53.61,1,0.69,1.13,1.0,3.4,18,2
OLE-0424,2023-06-01,Data Breach,E-Banking,5.0,2,1.31,0.98,1.0,3.7,16,1
ALE-0666,Synth-2022,Data Breach,ATM Network,200.51,1,2.37,1.87,1.82,3.2,15,1
OLE-0286,2022-02-18,Data Breach,Retail Banking,5.0,1,1.33,1.18,1.0,3.8,20,2
ALE-0936,Synth-2022,Tech Failure,ATM Network,136.78,2,2.7,2.23,2.11,4.0,28,1
OLE-0429,2022-05-10,Cyber-Fraud,Payments,23.57,4,0.69,0.63,1.0,3.2,19,0
ALE-0856,Synth-2022,Data Breach,E-Banking,121.53,3,2.85,1.54,1.2,3.9,29,0
ALE-0951,Synth-2022,System Failure,Retail Banking,216.55,2,2.58,3.26,4.03,3.9,29,1
OLE-0670,2023-05-11,Data Breach,Retail Banking,41.53,5,0.79,1.48,1.0,2.9,20,0
OLE-0032,2023-09-01,System Failure,E-Banking,62.66,2,0.61,0.8,1.0,3.6,17,2
ALE-0260,Synth-2022,Cyber-Fraud,ATM Network,95.71,5,1.06,1.63,1.85,3.0,15,1
OLE-0723,2022-11-19,Data Breach,E-Banking,57.84,4,0.65,0.95,1.0,2.7,20,0
ALE-1255,Synth-2022,Data Breach,Online Services,138.8,3,1.95,2.07,2.49,3.0,24,2
ALE-0436,Synth-2022,Phishing,Online Services,223.34,2,0.85,2.0,1.53,3.7,20,1
OLE-0215,2023-12-31,Data Breach,Retail Banking,77.1,4,1.07,1.31,1.0,3.9,19,1
ALE-0221,Synth-2022,System Failure,E-Banking,243.8,5,1.06,2.03,1.37,3.9,17,1
ALE-0897,Synth-2022,Tech Failure,ATM Network,284.26,1,2.74,1.62,1.17,2.7,28,0
ALE-1032,Synth-2022,Phishing,E-Banking,259.82,1,2.83,3.32,3.31,3.6,22,2
OLE-0327,2023-09-24,Tech Failure,ATM Network,52.85,1,1.06,1.1,1.0,2.8,19,1
OLE-0561,2022-01-27,Cyber-Fraud,Retail Banking,49.62,2,1.33,0.92,1.0,3.0,19,0
ALE-0407,Synth-2022,Cyber-Fraud,E-Banking,20.81,2,1.38,2.34,2.14,3.7,22,1
OLE-0701,2023-09-06,Data Breach,Payments,5.0,2,0.94,1.13,1.0,3.3,20,2
ALE-0618,Synth-2022,Data Breach,E-Banking,157.62,2,2.31,1.94,1.64,2.7,22,1
ALE-0487,Synth-2022,Data Breach,E-Banking,114.38,3,2.15,3.37,4.04,2.5,26,2
OLE-0342,2022-11-11,Data Breach,E-Banking,80.24,2,1.29,0.56,1.0,3.1,22,1
OLE-0630,2022-03-19,System Failure,ATM Network,5.0,2,0.38,1.1,1.0,3.6,15,2
OLE-0148,2023-07-20,Tech Failure,Retail Banking,90.21,1,1.28,1.03,1.0,3.8,20,0
ALE-0495,Synth-2022,Phishing,Retail Banking,324.15,1,1.27,1.35,1.15,2.6,23,0
OLE-0361,2022-05-13,Cyber-Fraud,E-Banking,76.43,2,0.77,1.25,1.0,2.7,14,0
OLE-0084,2022-05-31,Data Breach,Retail Banking,31.37,3,1.13,0.88,1.0,3.3,17,1
ALE-0725,Synth-2022,Cyber-Fraud,Payments,21.29,2,1.6,3.22,3.89,4.0,24,2
OLE-0049,2023-07-26,Tech Failure,ATM Network,29.96,1,0.69,0.52,1.0,2.7,16,1
OLE-0469,2022-01-29,Cyber-Fraud,ATM Network,56.01,1,0.97,1.46,1.0,2.6,20,1
ALE-0024,Synth-2022,Phishing,Retail Banking,179.33,3,1.42,1.29,0.86,3.2,26,0
OLE-0156,2022-02-19,System Failure,ATM Network,27.66,5,0.78,1.41,1.0,3.7,22,2
ALE-0133,Synth-2022,Tech Failure,Retail Banking,63.68,2,1.56,2.02,2.51,3.8,25,2
ALE-0319,Synth-2022,Phishing,ATM Network,70.9,4,1.29,1.33,0.98,2.7,18,2
ALE-0499,Synth-2022,Cyber-Fraud,Retail Banking,159.63,4,1.54,1.21,0.82,3.4,26,1
ALE-0734,Synth-2022,System Failure,E-Banking,115.84,4,2.13,2.62,2.24,3.6,18,1
ALE-0502,Synth-2022,System Failure,E-Banking,113.03,2,0.84,2.51,2.43,2.5,29,1
ALE-1051,Synth-2022,Phishing,Payments,191.44,3,1.59,3.1,2.78,3.3,21,0
OLE-0856,2022-12-31,Tech Failure,ATM Network,47.41,1,0.58,0.7,1.0,2.6,16,2
OLE-0501,2022-08-26,System Failure,Retail Banking,20.43,2,1.46,0.93,1.0,3.4,20,1
ALE-1139,Synth-2022,System Failure,ATM Network,149.72,2,2.37,1.95,1.94,3.3,18,0
OLE-0180,2023-05-23,Tech Failure,ATM Network,24.13,2,1.06,1.14,1.0,3.7,22,2
ALE-0336,Synth-2022,Data Breach,Payments,179.78,2,0.97,3.01,2.17,2.7,22,1
ALE-1129,Synth-2022,Data Breach,Payments,65.27,3,1.47,2.49,1.96,2.5,25,2
ALE-0152,Synth-2022,System Failure,Payments,180.39,5,2.98,1.43,1.32,2.6,18,0
OLE-0179,2023-12-31,Tech Failure,Payments,71.68,2,0.87,1.19,1.0,3.6,19,1
ALE-0904,Synth-2022,Tech Failure,Payments,10.0,2,2.63,1.24,1.41,4.0,22,2
ALE-0606,Synth-2022,Cyber-Fraud,E-Banking,127.49,5,2.57,2.89,2.87,2.6,25,0
ALE-0971,Synth-2022,Phishing,Retail Banking,99.79,5,0.97,2.18,1.86,3.8,25,2
ALE-0081,Synth-2022,Phishing,E-Banking,120.11,4,1.91,3.43,3.45,3.7,24,1
ALE-0975,Synth-2022,Tech Failure,E-Banking,266.36,4,2.47,2.7,2.51,3.4,27,2
OLE-0529,2023-10-03,Cyber-Fraud,E-Banking,53.47,3,0.81,0.56,1.0,2.8,19,2
OLE-0347,2023-11-09,Tech Failure,Payments,57.86,1,0.92,1.37,1.0,3.1,20,0
ALE-0719,Synth-2022,Phishing,E-Banking,279.38,2,2.19,1.93,2.01,3.8,20,2
ALE-1269,Synth-2022,Tech Failure,Online Services,235.73,2,0.9,1.56,1.45,2.8,18,0
OLE-0210,2022-07-30,System Failure,Retail Banking,28.25,4,0.96,1.38,1.0,3.5,24,0
ALE-0881,Synth-2022,System Failure,Payments,68.41,1,1.63,3.13,3.07,3.4,23,1
OLE-0386,2023-12-15,Data Breach,Payments,10.96,4,0.44,1.43,1.0,3.5,22,1
ALE-0207,Synth-2022,Phishing,Online Services,97.25,4,1.64,2.23,1.5,3.0,21,2
ALE-0978,Synth-2022,Data Breach,Payments,185.73,3,1.73,3.31,2.88,3.1,26,1
OLE-0602,2022-11-01,System Failure,Payments,101.96,2,0.88,0.57,1.0,3.3,21,2
ALE-1212,Synth-2022,Cyber-Fraud,ATM Network,117.77,3,2.13,1.48,1.25,2.5,19,2
OLE-0244,2022-07-27,Data Breach,E-Banking,27.47,3,0.62,1.02,1.0,2.9,23,1
ALE-0664,Synth-2022,Tech Failure,Payments,66.26,5,1.7,1.64,1.24,2.7,20,2
OLE-0803,2023-12-27,System Failure,Retail Banking,57.03,5,0.52,1.08,1.0,2.7,17,1
ALE-0079,Synth-2022,System Failure,Online Services,275.35,1,2.59,3.4,2.4,3.9,29,1
ALE-0584,Synth-2022,Phishing,Payments,176.22,4,1.75,1.75,1.42,2.8,29,0
ALE-0817,Synth-2022,Cyber-Fraud,Retail Banking,22.94,3,1.27,2.78,1.89,3.2,28,1
OLE-0313,2022-06-20,Tech Failure,ATM Network,75.45,4,0.85,1.48,1.0,3.7,23,0
OLE-0436,2022-03-08,Cyber-Fraud,ATM Network,5.0,5,0.41,0.57,1.0,3.8,16,0
ALE-1239,Synth-2022,Data Breach,ATM Network,80.57,5,2.31,2.0,1.73,3.9,21,2
OLE-0137,2023-10-11,Tech Failure,ATM Network,78.51,1,1.49,1.13,1.0,3.3,14,1
OLE-0309,2023-06-15,Tech Failure,Payments,91.08,1,0.59,0.71,1.0,3.1,23,2
ALE-0111,Synth-2022,Phishing,Payments,98.93,2,0.96,3.39,3.54,3.9,27,0
OLE-0431,2023-08-14,System Failure,Retail Banking,47.5,5,0.42,0.9,1.0,3.6,24,1
OLE-0661,2023-05-09,Tech Failure,ATM Network,84.49,4,0.43,0.7,1.0,4.0,22,0
ALE-0261,Synth-2022,Cyber-Fraud,Payments,40.31,4,1.69,1.52,1.32,2.7,27,0
ALE-0832,Synth-2022,Phishing,Online Services,182.28,4,2.35,3.03,2.37,2.8,26,0
OLE-0371,2023-01-11,System Failure,ATM Network,44.13,1,1.1,0.91,1.0,3.1,15,2
OLE-0567,2023-05-31,Tech Failure,Payments,5.0,1,1.29,0.6,1.0,3.7,16,0
ALE-0092,Synth-2022,Phishing,Payments,10.0,3,2.35,2.75,2.56,2.5,23,2
ALE-0374,Synth-2022,System Failure,Online Services,99.22,4,1.65,1.56,1.21,2.7,25,0
ALE-1111,Synth-2022,Phishing,ATM Network,122.93,5,2.28,3.14,3.22,3.8,15,0
OLE-0825,2023-06-10,System Failure,E-Banking,5.12,2,1.32,1.3,1.0,2.9,16,0
ALE-0125,Synth-2022,Data Breach,Payments,285.14,2,1.75,1.73,1.49,2.9,15,2
OLE-0182,2023-07-13,Cyber-Fraud,ATM Network,65.39,5,1.29,1.31,1.0,3.8,16,1
ALE-0218,Synth-2022,Data Breach,ATM Network,301.0,4,2.39,2.96,3.43,3.3,28,1
OLE-0622,2023-04-10,Cyber-Fraud,ATM Network,44.67,1,1.2,0.74,1.0,2.7,20,1
ALE-0186,Synth-2022,Cyber-Fraud,ATM Network,215.1,2,1.25,1.77,1.18,2.7,15,2
ALE-0490,Synth-2022,Data Breach,ATM Network,146.95,3,1.61,2.18,2.07,3.7,16,1
ALE-1225,Synth-2022,Phishing,ATM Network,190.58,2,1.81,1.66,1.21,2.7,17,2
OLE-0814,2022-07-10,System Failure,Payments,78.74,2,1.44,0.57,1.0,3.2,20,0
ALE-0758,Synth-2022,Data Breach,E-Banking,38.14,5,2.0,2.81,1.93,3.5,25,1
OLE-0407,2022-12-03,Data Breach,Retail Banking,78.55,4,0.81,1.33,1.0,3.7,14,0
OLE-0779,2022-05-22,Data Breach,ATM Network,58.93,5,0.66,1.25,1.0,2.8,20,0
ALE-0363,Synth-2022,Data Breach,E-Banking,209.62,2,1.35,2.68,2.7,3.3,16,0
OLE-0297,2023-01-08,System Failure,ATM Network,58.42,1,0.86,1.37,1.0,2.8,16,1
ALE-0636,Synth-2022,Tech Failure,Payments,97.54,5,1.92,3.05,2.35,3.1,28,2
OLE-0462,2022-09-10,Tech Failure,ATM Network,17.9,2,0.76,0.72,1.0,3.2,24,2
ALE-1138,Synth-2022,Data Breach,E-Banking,144.85,5,2.45,2.07,1.47,3.1,17,0
ALE-0474,Synth-2022,System Failure,E-Banking,72.3,2,1.97,1.66,1.66,3.6,23,0
ALE-0156,Synth-2022,Data Breach,Retail Banking,19.13,3,1.58,2.68,2.76,2.7,29,0
ALE-0500,Synth-2022,Cyber-Fraud,E-Banking,105.65,4,2.15,2.9,2.17,3.9,17,2
ALE-0696,Synth-2022,Data Breach,Payments,158.61,4,2.73,1.43,1.46,3.6,15,1
OLE-0127,2022-04-21,System Failure,Payments,58.5,4,1.49,0.57,1.0,2.6,16,1
ALE-0030,Synth-2022,Cyber-Fraud,E-Banking,71.38,3,2.46,3.3,2.78,3.3,21,1
ALE-0150,Synth-2022,Tech Failure,Online Services,197.48,5,1.1,2.78,1.93,3.4,16,0
OLE-0356,2023-03-03,System Failure,Retail Banking,90.95,2,0.92,1.2,1.0,3.9,15,0
ALE-0845,Synth-2022,Tech Failure,E-Banking,129.59,4,2.95,2.04,2.16,3.9,15,2
OLE-0683,2023-07-22,System Failure,Retail Banking,14.98,2,0.48,1.32,1.0,2.9,16,2
ALE-0883,Synth-2022,System Failure,Retail Banking,151.69,5,2.29,2.92,3.32,2.8,24,2
ALE-0233,Synth-2022,Tech Failure,E-Banking,304.82,3,1.12,2.89,2.37,3.5,27,2
ALE-0127,Synth-2022,System Failure,Payments,235.16,4,2.88,1.97,1.65,2.6,18,1
ALE-1110,Synth-2022,Cyber-Fraud,E-Banking,112.46,2,1.91,2.97,2.1,2.7,23,0
OLE-0141,2022-10-13,System Failure,E-Banking,16.39,3,1.37,0.94,1.0,3.4,16,1
ALE-1125,Synth-2022,Phishing,E-Banking,74.65,1,1.63,2.36,2.76,3.5,28,2
ALE-0662,Synth-2022,Phishing,Online Services,149.16,1,1.98,2.49,2.33,2.9,23,2
ALE-0411,Synth-2022,Phishing,Payments,10.0,2,2.82,2.1,1.51,2.5,28,2
ALE-0926,Synth-2022,Phishing,Payments,124.24,5,0.84,1.28,1.12,2.9,18,1
ALE-0388,Synth-2022,System Failure,ATM Network,157.62,3,2.65,1.92,1.38,3.1,21,2
ALE-0307,Synth-2022,System Failure,Retail Banking,250.07,2,2.55,2.03,1.39,3.3,24,0
ALE-0766,Synth-2022,Tech Failure,ATM Network,123.46,1,2.3,2.0,2.11,3.1,22,2
OLE-0712,2023-05-18,Data Breach,Retail Banking,15.85,4,0.56,1.31,1.0,2.8,19,2
ALE-0216,Synth-2022,Phishing,ATM Network,188.54,1,0.85,1.33,1.59,3.9,25,0
ALE-1045,Synth-2022,Phishing,Retail Banking,87.42,1,2.04,1.23,1.13,2.6,25,0
OLE-0011,2023-07-05,Cyber-Fraud,E-Banking,5.0,4,0.45,0.63,1.0,2.7,15,1
ALE-0522,Synth-2022,Data Breach,Payments,107.21,4,1.77,1.58,1.06,2.6,19,2
ALE-0498,Synth-2022,Cyber-Fraud,E-Banking,84.97,3,2.72,2.19,2.01,3.6,17,1
OLE-0755,2023-10-23,Cyber-Fraud,Payments,82.9,4,1.1,1.34,1.0,2.8,23,2
OLE-0627,2022-09-02,Data Breach,Retail Banking,78.19,4,1.29,0.64,1.0,3.6,23,0
ALE-1174,Synth-2022,System Failure,Retail Banking,270.21,1,1.09,2.0,1.48,3.4,28,0
OLE-0130,2023-04-04,Cyber-Fraud,Payments,34.53,1,1.35,0.5,1.0,2.8,15,1
OLE-0844,2023-12-23,Tech Failure,ATM Network,69.69,2,0.37,1.02,1.0,2.7,14,0
OLE-0324,2022-04-14,Data Breach,E-Banking,17.84,3,0.86,0.94,1.0,3.2,19,0
ALE-0890,Synth-2022,Phishing,E-Banking,143.35,3,1.45,1.79,1.68,3.0,16,0
OLE-0015,2023-08-14,System Failure,Retail Banking,83.17,3,1.43,1.33,1.0,3.5,22,1
